TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
26:29.3,777.6556777,836.4835165,917.8754579,794.5787546,920.2930403,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:28.1,778.4615385,861.8681319,854.2124542,787.7289377,776.4468864,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:28.4,778.4615385,859.4505495,841.7216117,780.8791209,778.0586081,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:27.2,779.2673993,864.2857143,903.3699634,786.9230769,865.8974359,-0.024353,0.192871,0.991516,-1.61499,3.753357,3.813171,1,1,1,1,1,58.046875,
26:28.4,779.2673993,861.4652015,863.0769231,790.5494505,870.7326007,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:28.4,779.6703297,859.8534799,835.2747253,780.8791209,790.1465201,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:28.6,780.4761905,847.7655678,840.5128205,780.0732601,840.5128205,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:27.4,780.8791209,841.3186813,904.981685,782.0879121,883.6263736,-0.019775,0.195068,0.987671,-1.151428,3.237457,3.267365,1,1,1,1,1,58.046875,
26:29.3,781.2820513,856.2271062,861.0622711,784.1025641,782.4908425,-0.02124,0.193481,0.990906,-1.024323,3.386993,3.850555,1,1,1,1,1,58.046875,
26:27.3,781.6849817,847.3626374,850.5860806,786.9230769,771.2087912,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:29.3,782.0879121,854.2124542,911.025641,796.1904762,901.3553114,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:27.5,782.4908425,841.3186813,890.0732601,787.3260073,847.7655678,-0.017273,0.198914,0.991577,-1.188812,3.947754,3.9328,1,1,1,1,1,58.046875,
26:27.2,782.8937729,856.2271062,896.9230769,792.967033,859.8534799,-0.024353,0.192871,0.991516,-1.61499,3.753357,3.813171,1,1,1,1,1,58.046875,
26:27.5,783.6996337,838.0952381,907.3992674,784.5054945,911.8315018,-0.017273,0.198914,0.991577,-1.188812,3.947754,3.9328,1,1,1,1,1,58.046875,
26:27.7,783.6996337,860.2564103,865.8974359,789.3406593,831.6483516,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:29.6,784.1025641,857.4358974,855.8241758,780.4761905,799.4139194,-0.021667,0.192993,0.987427,-1.398163,3.18512,3.641205,1,1,1,1,1,58.046875,
26:27.2,784.5054945,854.6153846,869.1208791,790.952381,861.4652015,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:28.1,784.5054945,865.0915751,829.6336996,777.2527473,780.0732601,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:29.3,784.9084249,855.018315,895.7142857,790.1465201,848.5714286,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:27.7,785.3113553,866.3003663,841.3186813,783.2967033,778.4615385,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:28.4,785.7142857,860.2564103,865.8974359,784.5054945,820.7692308,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:28.6,785.7142857,859.4505495,835.2747253,791.7582418,859.4505495,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:28.4,786.1172161,861.4652015,856.6300366,788.5347985,840.9157509,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:27.7,786.5201465,858.6446886,866.3003663,785.7142857,865.0915751,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:28.4,786.5201465,859.4505495,885.2380952,791.7582418,897.7289377,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:27.7,786.9230769,864.6886447,855.4212454,786.1172161,758.3150183,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:28.6,786.9230769,865.8974359,810.6959707,784.9084249,769.5970696,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:29.3,787.3260073,831.6483516,926.7399267,805.8608059,928.7545788,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:28.8,788.1318681,866.3003663,851.7948718,790.1465201,794.981685,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.1,788.9377289,865.8974359,865.0915751,795.3846154,864.2857143,-0.020813,0.194458,0.990906,-1.151428,3.386993,3.753357,1,1,1,1,1,58.046875,
26:29.3,788.9377289,830.4395604,861.8681319,790.1465201,823.992674,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:27.9,789.3406593,852.6007326,866.3003663,776.8498168,845.3479853,-0.018127,0.194946,0.992554,-1.084137,3.39447,3.730927,1,1,1,1,1,58.046875,
26:29.3,789.3406593,851.3919414,857.4358974,803.4432234,832.8571429,-0.02124,0.193481,0.990906,-1.024323,3.386993,3.850555,1,1,1,1,1,58.046875,
26:29.3,789.3406593,820.3663004,902.5641026,803.4432234,921.9047619,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:30.4,789.7435897,846.959707,860.2564103,791.7582418,799.4139194,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
26:27.2,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.2,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.2,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.3,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.3,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.3,790.5494505,865.4945055,909.010989,799.4139194,942.8571429,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.7,790.5494505,864.6886447,853.4065934,785.7142857,815.1282051,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:28.6,790.5494505,859.8534799,831.2454212,785.3113553,790.952381,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:29.6,791.7582418,853.8095238,868.3150183,788.5347985,844.5421245,-0.021667,0.192993,0.987427,-1.398163,3.18512,3.641205,1,1,1,1,1,58.046875,
26:27.5,792.5641026,842.1245421,830.4395604,793.3699634,749.4505495,-0.017273,0.198914,0.991577,-1.188812,3.947754,3.9328,1,1,1,1,1,58.046875,
26:27.9,792.5641026,869.9267399,879.5970696,790.5494505,885.2380952,-0.019714,0.192322,0.988403,-1.338348,3.409424,3.259888,1,1,1,1,1,58.046875,
26:28.6,792.967033,857.032967,853.003663,792.967033,915.0549451,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:29.1,792.967033,855.8241758,830.03663,794.5787546,774.8351648,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:28.1,793.3699634,858.6446886,884.4322344,792.967033,820.3663004,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:28.1,793.3699634,864.2857143,820.3663004,794.981685,809.8901099,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:28.6,793.3699634,865.0915751,825.2014652,789.3406593,858.6446886,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:28.8,793.3699634,862.2710623,881.2087912,803.040293,869.5238095,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:30.4,793.3699634,832.4542125,857.4358974,800.6227106,814.7252747,-0.023926,0.191467,0.992676,-1.173859,3.611298,3.439331,1,2,1,1,2,58.03125,
26:28.4,794.1758242,848.974359,852.1978022,788.9377289,802.2344322,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:27.5,794.5787546,849.7802198,846.5567766,807.0695971,812.3076923,-0.017273,0.198914,0.991577,-1.188812,3.947754,3.9328,1,1,1,1,1,58.046875,
26:28.6,794.981685,854.6153846,871.5384615,804.6520147,939.6336996,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:29.8,794.981685,849.3772894,855.4212454,792.967033,770.8058608,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:27.7,795.3846154,850.5860806,874.7619048,785.7142857,790.1465201,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:29.8,795.3846154,857.032967,865.0915751,798.2051282,800.2197802,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:29.8,795.7875458,861.4652015,888.0586081,801.8315018,819.5604396,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:27.4,796.1904762,862.6739927,897.7289377,803.8461538,903.7728938,-0.019775,0.195068,0.987671,-1.151428,3.237457,3.267365,1,1,1,1,1,58.046875,
26:29.1,796.5934066,855.018315,833.6630037,795.7875458,813.5164835,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:30.4,796.5934066,839.7069597,853.4065934,796.1904762,761.1355311,-0.023926,0.191467,0.992676,-1.173859,3.611298,3.439331,1,2,1,1,2,58.03125,
26:27.2,796.996337,854.2124542,928.7545788,810.6959707,899.7435897,-0.022705,0.194702,0.988586,-1.166382,3.289795,3.887939,1,1,1,1,1,58.046875,
26:28.1,796.996337,868.7179487,861.8681319,793.3699634,894.1025641,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:29.1,796.996337,853.003663,836.4835165,794.5787546,842.9304029,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:29.8,796.996337,861.4652015,864.2857143,793.7728938,814.7252747,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:28.8,797.3992674,863.4798535,866.3003663,797.8021978,783.6996337,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:30.8,797.3992674,846.1538462,828.8278388,799.010989,759.1208791,-0.018555,0.194519,0.984741,-1.286011,3.775787,3.259888,1,2,1,1,2,58.03125,
26:27.3,797.8021978,848.974359,881.2087912,803.8461538,835.2747253,-0.015991,0.196594,0.98407,-1.046753,3.469238,3.200073,1,1,1,1,1,58.046875,
26:27.5,797.8021978,847.7655678,894.1025641,811.9047619,904.981685,-0.017273,0.198914,0.991577,-1.188812,3.947754,3.9328,1,1,1,1,1,58.046875,
26:28.1,797.8021978,857.8388278,846.1538462,791.7582418,760.7326007,-0.020813,0.194458,0.990906,-1.151428,3.386993,3.753357,1,1,1,1,1,58.046875,
26:28.8,797.8021978,863.0769231,842.1245421,790.1465201,810.6959707,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:30.4,797.8021978,837.2893773,891.6849817,809.8901099,910.2197802,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
26:28.6,798.2051282,857.8388278,863.8827839,796.1904762,875.970696,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:29.1,799.8168498,854.6153846,822.3809524,792.1611722,770.8058608,-0.022034,0.193237,0.989258,-1.323395,3.678589,3.790741,1,1,1,1,1,58.046875,
26:27.7,800.2197802,859.047619,892.0879121,804.6520147,858.2417582,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:27.7,800.2197802,864.6886447,891.6849817,810.2930403,906.1904762,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:27.7,800.6227106,863.8827839,891.6849817,793.3699634,888.8644689,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:27.7,800.6227106,872.3443223,858.2417582,800.6227106,794.5787546,-0.020996,0.190979,0.982239,-1.659851,2.863617,3.775787,1,1,1,1,1,58.046875,
26:28.6,801.025641,859.4505495,836.0805861,807.8754579,806.6666667,-0.016724,0.196655,0.990295,-1.158905,3.783264,3.401947,1,1,1,1,1,58.046875,
26:28.8,801.025641,866.7032967,843.3333333,794.1758242,763.5531136,-0.021851,0.194092,0.993225,-0.91217,3.140259,3.708496,1,1,1,1,1,58.046875,
26:29.1,801.025641,853.4065934,850.5860806,797.3992674,765.5677656,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:27.4,801.4285714,857.4358974,843.3333333,791.7582418,813.9194139,-0.019775,0.195068,0.987671,-1.151428,3.237457,3.267365,1,1,1,1,1,58.046875,
26:29.6,801.4285714,859.047619,857.032967,793.3699634,815.1282051,-0.021667,0.192993,0.987427,-1.398163,3.18512,3.641205,1,1,1,1,1,58.046875,
26:29.9,801.8315018,853.003663,848.1684982,801.025641,747.4358974,-0.017883,0.194519,0.984924,-1.42807,3.37204,3.641205,1,1,1,1,1,58.046875,
26:28.1,802.2344322,859.4505495,846.5567766,787.3260073,800.2197802,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:28.8,802.2344322,862.2710623,840.1098901,803.040293,830.03663,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.1,802.6373626,863.0769231,817.5457875,797.8021978,759.9267399,-0.021057,0.192627,0.98999,-1.151428,3.521576,3.91037,1,1,1,1,1,58.046875,
26:29.3,802.6373626,844.5421245,867.1062271,800.6227106,789.3406593,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:29.6,802.6373626,847.7655678,887.6556777,806.2637363,844.9450549,-0.021667,0.192993,0.987427,-1.398163,3.18512,3.641205,1,1,1,1,1,58.046875,
26:29.8,802.6373626,859.047619,861.0622711,801.025641,729.7069597,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:30.4,802.6373626,848.974359,863.4798535,794.981685,780.0732601,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
26:27.4,803.040293,859.8534799,877.985348,801.025641,859.047619,-0.019775,0.195068,0.987671,-1.151428,3.237457,3.267365,1,1,1,1,1,58.046875,
26:28.6,803.040293,857.4358974,830.03663,799.8168498,813.5164835,-0.021057,0.192444,0.988037,-1.05423,3.349609,3.573914,1,1,1,1,1,58.046875,
26:29.1,803.040293,857.8388278,851.3919414,801.8315018,786.5201465,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:28.4,803.4432234,842.1245421,818.3516484,793.3699634,807.8754579,-0.019348,0.193542,0.996765,-0.650482,3.74588,3.603821,1,1,1,1,1,58.046875,
26:24.2,803.8461538,844.5421245,829.2307692,805.4578755,756.7032967,-0.020447,0.195435,0.992859,-0.777588,3.820648,3.768311,1,1,1,1,1,58.046875,
26:28.1,803.8461538,862.2710623,886.8498168,801.4285714,814.3223443,-0.020813,0.194458,0.990906,-1.151428,3.386993,3.753357,1,1,1,1,1,58.046875,
26:28.8,803.8461538,861.4652015,877.5824176,809.4871795,908.2051282,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:29.8,803.8461538,844.5421245,898.5347985,808.2783883,903.3699634,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:28.1,804.6520147,863.8827839,896.9230769,805.0549451,905.3846154,-0.020813,0.194458,0.990906,-1.151428,3.386993,3.753357,1,1,1,1,1,58.046875,
26:29.8,805.8608059,858.2417582,909.010989,802.2344322,916.2637363,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:27.9,806.2637363,861.0622711,813.1135531,806.6666667,774.4322344,-0.018127,0.194946,0.992554,-1.084137,3.39447,3.730927,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:28.8,806.2637363,858.6446886,824.3956044,807.8754579,753.0769231,-0.018005,0.194031,0.985474,-1.390686,3.147736,3.775787,1,1,1,1,1,58.046875,
26:29.6,806.2637363,848.974359,844.1391941,800.2197802,806.2637363,-0.019409,0.194031,0.991028,-1.345825,3.529053,3.289795,1,1,1,1,1,58.046875,
26:30.4,806.2637363,854.6153846,857.032967,810.6959707,788.9377289,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
26:30.8,806.2637363,847.7655678,856.6300366,814.3223443,809.0842491,-0.018555,0.194519,0.984741,-1.286011,3.775787,3.259888,1,2,1,1,2,58.03125,
26:29.1,806.6666667,854.2124542,857.032967,815.9340659,869.9267399,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:29.6,806.6666667,852.6007326,864.6886447,797.8021978,803.040293,-0.021667,0.192993,0.987427,-1.398163,3.18512,3.641205,1,1,1,1,1,58.046875,
26:30.4,807.0695971,846.959707,881.6117216,811.0989011,854.2124542,-0.023926,0.191467,0.992676,-1.173859,3.611298,3.439331,1,2,1,1,2,58.03125,
26:28.4,807.4725275,860.6593407,891.2820513,805.4578755,894.5054945,-0.02655,0.189575,0.990295,-1.368256,3.401947,3.544006,1,1,1,1,1,58.046875,
26:29.5,807.4725275,850.5860806,854.2124542,811.5018315,792.967033,-0.020996,0.197937,0.988586,-1.59256,2.841187,3.783264,1,1,1,1,1,58.046875,
26:30.4,807.8754579,850.1831502,871.9413919,810.6959707,800.2197802,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
26:30.4,807.8754579,844.1391941,888.4615385,818.3516484,881.6117216,-0.023193,0.192993,0.986633,-1.218719,3.708496,3.865509,1,2,1,1,2,58.03125,
