TimeStamp,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
26:25.1,834.8717949,852.1978022,820.7692308,834.4688645,815.5311355,-0.021912,0.193848,0.994263,-0.672913,3.424377,3.476715,1,1,1,1,1,58.046875,
26:25.1,834.8717949,837.6923077,827.2161172,828.8278388,810.6959707,-0.019043,0.193054,0.98999,-1.398163,3.446808,3.91037,1,1,1,1,1,58.046875,
26:26.0,834.8717949,854.2124542,821.1721612,837.6923077,768.3882784,-0.021729,0.193604,0.985413,-1.338348,3.872986,3.53653,1,1,1,1,1,58.046875,
26:26.1,834.8717949,852.6007326,814.7252747,842.1245421,784.1025641,-0.025818,0.194885,0.98999,-1.26358,3.424377,4.224396,1,1,1,1,1,58.046875,
26:26.3,834.8717949,841.3186813,831.6483516,834.4688645,809.4871795,-0.023987,0.194824,0.982544,-1.413116,3.573914,3.588867,1,1,1,1,1,58.046875,
26:26.4,834.8717949,842.1245421,842.9304029,833.6630037,834.4688645,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:29.0,834.8717949,836.4835165,836.4835165,832.4542125,786.9230769,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:29.0,834.8717949,848.974359,874.3589744,838.0952381,834.4688645,-0.022888,0.193604,0.991211,-1.106567,3.656158,2.938385,1,1,1,1,1,58.046875,
26:30.2,834.8717949,853.003663,826.007326,834.8717949,764.7619048,-0.021667,0.193054,0.98938,-1.353302,3.858032,4.104767,1,2,1,1,2,58.046875,
26:23.0,835.2747253,844.5421245,815.9340659,840.1098901,805.4578755,-0.026611,0.195679,0.993652,-0.710297,3.783264,2.69165,1,1,1,1,1,58.046875,
26:23.0,835.2747253,844.1391941,828.4249084,822.3809524,732.9304029,-0.02124,0.195557,0.985229,-1.585083,3.708496,4.037476,1,1,1,1,1,58.046875,
26:23.5,835.2747253,855.8241758,822.7838828,834.4688645,779.6703297,-0.029175,0.19397,0.991516,-1.046753,3.925323,3.985138,1,2,1,1,2,58.046875,
26:23.8,835.2747253,848.1684982,800.2197802,834.8717949,822.7838828,-0.026001,0.193237,0.98761,-1.315918,2.83371,3.985138,1,2,1,1,2,58.046875,
26:24.1,835.2747253,842.1245421,812.3076923,832.8571429,773.6263736,-0.020264,0.194458,0.991699,-1.338348,3.357086,3.843079,1,1,1,1,1,58.046875,
26:24.1,835.2747253,842.1245421,846.1538462,833.6630037,883.2234432,-0.023865,0.192627,0.986084,-1.046753,3.588867,3.738403,1,1,1,1,1,58.046875,
26:24.3,835.2747253,848.5714286,837.6923077,832.0512821,773.2234432,-0.019897,0.194946,0.99115,-1.128998,3.18512,3.469238,1,1,1,1,1,58.046875,
26:24.5,835.2747253,846.1538462,873.5531136,835.2747253,856.6300366,-0.023315,0.191406,0.990112,-1.188812,3.469238,3.850555,1,1,1,1,1,58.046875,
26:25.2,835.2747253,840.9157509,804.6520147,832.4542125,768.7912088,-0.02063,0.193054,0.988281,-0.904694,3.573914,3.693542,1,1,1,1,1,58.046875,
26:26.1,835.2747253,847.3626374,827.2161172,838.0952381,774.029304,-0.019348,0.195374,0.989685,-0.822449,4.059906,3.596344,1,1,1,1,1,58.046875,
26:26.3,835.2747253,838.9010989,848.974359,848.974359,840.1098901,-0.023987,0.194824,0.982544,-1.413116,3.573914,3.588867,1,1,1,1,1,58.046875,
26:26.4,835.2747253,837.6923077,836.0805861,832.8571429,783.6996337,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:26.8,835.2747253,841.7216117,852.6007326,846.5567766,791.7582418,-0.026367,0.190674,0.989929,-0.91217,3.461761,4.276733,1,1,1,1,1,58.046875,
26:27.1,835.2747253,857.4358974,817.9487179,828.021978,810.2930403,-0.022644,0.19458,0.990723,-1.114044,3.424377,3.9328,1,1,1,1,1,58.046875,
26:29.7,835.2747253,840.9157509,827.6190476,842.5274725,782.0879121,-0.020325,0.195435,0.992432,-0.994415,3.872986,4.022522,1,1,1,1,1,58.046875,
26:30.4,835.2747253,839.3040293,841.3186813,835.6776557,749.4505495,-0.023926,0.191467,0.992676,-1.173859,3.611298,3.439331,1,2,1,1,2,58.03125,
26:30.7,835.2747253,844.1391941,850.989011,837.2893773,875.1648352,-0.022522,0.192627,0.992981,-1.158905,4.187012,4.299164,1,2,1,1,2,58.03125,
26:31.1,835.2747253,869.1208791,868.7179487,824.7985348,896.1172161,-0.023071,0.192627,0.989502,-1.547699,3.962708,3.39447,1,1,1,1,1,58.03125,
26:31.1,835.2747253,860.6593407,831.6483516,816.3369963,811.0989011,-0.015564,0.195435,0.98999,-1.271057,3.506622,2.953339,1,1,1,1,1,58.03125,
26:31.7,835.2747253,848.5714286,871.5384615,831.2454212,904.5787546,-0.018921,0.193481,0.988098,-1.143951,3.252411,3.37204,1,1,1,1,1,58.03125,
26:31.8,835.2747253,854.6153846,820.3663004,837.6923077,828.021978,-0.016602,0.197388,0.991577,-1.091614,3.977661,3.416901,1,1,1,1,1,58.03125,
26:23.3,835.6776557,840.5128205,826.8131868,831.6483516,777.2527473,-0.023865,0.192444,0.990112,-1.495361,3.58139,3.297272,1,1,1,1,1,58.046875,
26:23.6,835.6776557,851.3919414,805.4578755,832.8571429,812.3076923,-0.030029,0.191833,0.991821,-1.188812,3.813171,3.656158,1,2,1,1,2,58.046875,
26:24.2,835.6776557,847.7655678,832.4542125,842.5274725,778.4615385,-0.027832,0.194214,0.990723,-1.286011,3.753357,4.314117,1,1,1,1,1,58.046875,
26:24.7,835.6776557,848.974359,842.5274725,827.2161172,804.6520147,-0.019592,0.195007,0.983826,-1.300964,3.783264,3.476715,1,1,1,1,1,58.046875,
26:25.1,835.6776557,851.3919414,818.7545788,836.0805861,812.7106227,-0.019043,0.193054,0.98999,-1.398163,3.446808,3.91037,1,1,1,1,1,58.046875,
26:26.5,835.6776557,842.5274725,854.2124542,838.9010989,891.6849817,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:26.9,835.6776557,849.7802198,852.6007326,840.5128205,784.1025641,-0.024719,0.193542,0.990845,-1.024323,3.327179,3.753357,1,1,1,1,1,58.046875,
26:27.0,835.6776557,834.0659341,842.1245421,837.6923077,820.7692308,-0.022644,0.19458,0.990723,-1.114044,3.424377,3.9328,1,1,1,1,1,58.046875,
26:29.4,835.6776557,821.978022,864.2857143,849.3772894,836.0805861,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:31.0,835.6776557,853.8095238,885.6410256,840.9157509,923.9194139,-0.023071,0.192627,0.989502,-1.547699,3.962708,3.39447,1,2,1,1,2,58.03125,
26:31.1,835.6776557,866.3003663,840.9157509,818.7545788,842.5274725,-0.023071,0.192627,0.989502,-1.547699,3.962708,3.39447,1,1,1,1,1,58.03125,
26:31.3,835.6776557,853.8095238,815.1282051,826.8131868,753.8827839,-0.020325,0.19458,0.99115,-1.151428,3.686066,3.880463,1,1,1,1,1,58.03125,
26:23.0,836.0805861,846.1538462,832.8571429,838.0952381,872.3443223,-0.026611,0.195679,0.993652,-0.710297,3.783264,2.69165,1,1,1,1,1,58.046875,
26:23.5,836.0805861,848.1684982,852.6007326,832.0512821,772.8205128,-0.029053,0.193604,0.991638,-1.256104,3.424377,3.671112,1,2,1,1,2,58.046875,
26:23.8,836.0805861,858.6446886,807.8754579,827.2161172,790.1465201,-0.026001,0.193237,0.98761,-1.315918,2.83371,3.985138,1,1,1,1,1,58.046875,
26:23.9,836.0805861,845.3479853,822.7838828,840.1098901,764.3589744,-0.022949,0.194763,0.990479,-1.383209,3.319702,3.671112,1,1,1,1,1,58.046875,
26:24.1,836.0805861,840.9157509,818.7545788,829.6336996,791.3553114,-0.023865,0.192627,0.986084,-1.046753,3.588867,3.738403,1,1,1,1,1,58.046875,
26:25.0,836.0805861,842.1245421,827.2161172,840.5128205,837.6923077,-0.021729,0.194214,0.990967,-1.114044,3.887939,4.022522,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:25.5,836.0805861,851.7948718,811.9047619,830.03663,794.5787546,-0.021423,0.19342,0.988342,-1.061707,3.648682,3.686066,1,1,1,1,1,58.046875,
26:26.2,836.0805861,842.1245421,807.4725275,826.007326,794.981685,-0.023438,0.19342,0.984802,-1.398163,3.641205,3.58139,1,1,1,1,1,58.046875,
26:27.1,836.0805861,828.8278388,814.7252747,821.5750916,778.4615385,-0.018921,0.195312,0.987671,-1.128998,3.192596,3.902893,1,1,1,1,1,58.046875,
26:29.4,836.0805861,826.4102564,855.4212454,857.032967,874.3589744,-0.020691,0.194214,0.987915,-0.91217,3.18512,4.007568,1,1,1,1,1,58.046875,
26:29.5,836.0805861,844.9450549,833.6630037,845.7509158,820.7692308,-0.020996,0.197937,0.988586,-1.59256,2.841187,3.783264,1,1,1,1,1,58.046875,
26:30.1,836.0805861,849.7802198,832.4542125,824.7985348,794.5787546,-0.017761,0.193848,0.988159,-1.278534,3.349609,2.781372,1,2,1,1,2,58.046875,
26:31.4,836.0805861,850.1831502,811.9047619,828.021978,772.4175824,-0.020325,0.19458,0.99115,-1.151428,3.686066,3.880463,1,1,1,1,1,58.03125,
26:23.1,836.4835165,844.9450549,828.021978,838.4981685,798.2051282,-0.022766,0.19928,0.997864,-0.426178,3.424377,3.603821,1,1,1,1,1,58.046875,
26:24.2,836.4835165,852.1978022,826.8131868,843.7362637,815.1282051,-0.027832,0.194214,0.990723,-1.286011,3.753357,4.314117,1,1,1,1,1,58.046875,
26:24.4,836.4835165,853.003663,847.7655678,834.8717949,776.043956,-0.023315,0.191406,0.990112,-1.188812,3.469238,3.850555,1,1,1,1,1,58.046875,
26:24.7,836.4835165,844.5421245,832.8571429,830.8424908,785.3113553,-0.019592,0.195007,0.983826,-1.300964,3.783264,3.476715,1,1,1,1,1,58.046875,
26:25.2,836.4835165,849.7802198,796.1904762,833.6630037,788.9377289,-0.019531,0.196289,0.993469,-0.852356,3.880463,3.798218,1,1,1,1,1,58.046875,
26:25.3,836.4835165,841.7216117,800.2197802,844.9450549,828.021978,-0.024902,0.192505,0.990662,-1.443024,3.940277,4.052429,1,1,1,1,1,58.046875,
26:25.4,836.4835165,834.0659341,834.0659341,830.4395604,770.4029304,-0.019104,0.195801,0.990662,-1.106567,3.491669,3.618774,1,1,1,1,1,58.046875,
26:25.7,836.4835165,854.6153846,835.6776557,833.2600733,772.014652,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:26.1,836.4835165,840.5128205,817.5457875,828.4249084,774.4322344,-0.025818,0.194885,0.98999,-1.26358,3.424377,4.224396,1,1,1,1,1,58.046875,
26:26.3,836.4835165,843.3333333,813.1135531,831.6483516,811.9047619,-0.021973,0.197388,0.991211,-1.211243,4.134674,4.022522,1,1,1,1,1,58.046875,
26:26.3,836.4835165,854.6153846,825.6043956,835.2747253,769.5970696,-0.023987,0.194824,0.982544,-1.413116,3.573914,3.588867,1,1,1,1,1,58.046875,
26:26.4,836.4835165,845.7509158,843.3333333,838.0952381,834.0659341,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:26.5,836.4835165,848.5714286,866.3003663,841.3186813,830.4395604,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:26.6,836.4835165,847.3626374,818.3516484,833.2600733,772.8205128,-0.029663,0.192322,0.990417,-1.570129,3.970184,3.925323,1,1,1,1,1,58.046875,
26:27.4,836.4835165,850.1831502,833.6630037,829.2307692,788.9377289,-0.022339,0.192749,0.986633,-1.375732,3.454285,3.880463,1,1,1,1,1,58.046875,
26:27.7,836.4835165,846.959707,830.4395604,833.2600733,795.7875458,-0.019043,0.19458,0.991577,-0.770111,3.53653,3.648682,1,1,1,1,1,58.046875,
26:27.9,836.4835165,844.1391941,860.6593407,833.2600733,910.6227106,-0.018127,0.194946,0.992554,-1.084137,3.39447,3.730927,1,1,1,1,1,58.046875,
26:28.0,836.4835165,840.1098901,828.021978,836.0805861,896.5201465,-0.018127,0.194946,0.992554,-1.084137,3.39447,3.730927,1,1,1,1,1,58.046875,
26:30.2,836.4835165,848.1684982,822.7838828,830.4395604,800.2197802,-0.021667,0.193054,0.98938,-1.353302,3.858032,4.104767,1,2,1,1,2,58.046875,
26:30.3,836.4835165,847.3626374,895.3113553,845.7509158,906.996337,-0.018616,0.194641,0.990295,-1.211243,3.544006,3.895416,1,2,1,1,2,58.046875,
26:30.7,836.4835165,833.2600733,885.2380952,848.5714286,898.5347985,-0.015015,0.19696,0.991211,-1.05423,3.566437,3.334656,1,2,1,1,2,58.03125,
26:30.8,836.4835165,840.9157509,883.2234432,838.0952381,930.7692308,-0.018555,0.194519,0.984741,-1.286011,3.775787,3.259888,1,2,1,1,2,58.03125,
26:31.0,836.4835165,859.4505495,869.5238095,832.8571429,919.8901099,-0.023071,0.192627,0.989502,-1.547699,3.962708,3.39447,1,2,1,1,2,58.03125,
26:31.7,836.4835165,851.7948718,868.7179487,836.4835165,914.6520147,-0.018921,0.193481,0.988098,-1.143951,3.252411,3.37204,1,1,1,1,1,58.03125,
26:31.8,836.4835165,839.3040293,802.2344322,846.959707,768.7912088,-0.016602,0.197388,0.991577,-1.091614,3.977661,3.416901,1,1,1,1,1,58.03125,
26:23.2,836.8864469,848.974359,822.3809524,827.2161172,836.4835165,-0.028931,0.191345,0.987427,-1.256104,4.254303,2.930908,1,1,1,1,1,58.046875,
26:23.5,836.8864469,855.8241758,807.8754579,841.3186813,801.025641,-0.02655,0.193665,0.98645,-1.031799,3.843079,3.850555,1,2,1,1,2,58.046875,
26:23.6,836.8864469,838.4981685,805.0549451,835.2747253,819.1575092,-0.030029,0.191833,0.991821,-1.188812,3.813171,3.656158,1,2,1,1,2,58.046875,
26:23.9,836.8864469,855.8241758,836.4835165,834.0659341,770,-0.022949,0.194763,0.990479,-1.383209,3.319702,3.671112,1,1,1,1,1,58.046875,
26:24.0,836.8864469,848.1684982,836.0805861,845.3479853,864.6886447,-0.024231,0.193176,0.99292,-0.837402,3.035583,3.566437,1,1,1,1,1,58.046875,
26:24.5,836.8864469,848.974359,876.3736264,837.6923077,810.2930403,-0.023315,0.191406,0.990112,-1.188812,3.469238,3.850555,1,1,1,1,1,58.046875,
26:24.6,836.8864469,846.959707,835.2747253,830.4395604,792.5641026,-0.02301,0.193726,0.99292,-1.05423,3.760834,3.835602,1,1,1,1,1,58.046875,
26:24.9,836.8864469,848.1684982,844.9450549,845.7509158,839.3040293,-0.018677,0.194092,0.990112,-1.136475,3.170166,3.282318,1,1,1,1,1,58.046875,
26:25.1,836.8864469,845.3479853,810.6959707,834.8717949,747.032967,-0.019043,0.193054,0.98999,-1.398163,3.446808,3.91037,1,1,1,1,1,58.046875,
26:25.3,836.8864469,849.3772894,792.5641026,832.0512821,782.4908425,-0.024902,0.192505,0.990662,-1.443024,3.940277,4.052429,1,1,1,1,1,58.046875,
26:25.4,836.8864469,847.7655678,841.7216117,838.9010989,808.6813187,-0.019104,0.195801,0.990662,-1.106567,3.491669,3.618774,1,1,1,1,1,58.046875,
26:25.8,836.8864469,839.7069597,818.7545788,835.6776557,840.5128205,-0.022034,0.19342,0.989807,-1.158905,3.58139,3.686066,1,1,1,1,1,58.046875,
26:25.9,836.8864469,847.3626374,842.1245421,840.1098901,818.7545788,-0.02063,0.193176,0.990723,-1.136475,3.566437,3.790741,1,1,1,1,1,58.046875,
26:25.9,836.8864469,842.9304029,842.1245421,836.0805861,792.967033,-0.02063,0.193176,0.990723,-1.136475,3.566437,3.790741,1,1,1,1,1,58.046875,
26:26.0,836.8864469,843.3333333,829.6336996,835.6776557,808.2783883,-0.024841,0.191711,0.990417,-1.121521,4.037476,3.454285,1,1,1,1,1,58.046875,
26:26.1,836.8864469,841.7216117,821.978022,838.4981685,839.7069597,-0.019348,0.195374,0.989685,-0.822449,4.059906,3.596344,1,1,1,1,1,58.046875,
26:26.3,836.8864469,822.3809524,818.3516484,830.4395604,786.9230769,-0.02124,0.19574,0.992126,-1.031799,3.431854,3.237457,1,1,1,1,1,58.046875,
26:26.5,836.8864469,854.6153846,841.3186813,839.3040293,777.6556777,-0.020325,0.194397,0.988464,-0.777588,3.633728,3.476715,1,1,1,1,1,58.046875,
26:26.7,836.8864469,852.6007326,832.8571429,839.7069597,812.7106227,-0.024231,0.19342,0.988037,-1.271057,3.446808,3.04306,1,1,1,1,1,58.046875,
26:26.8,836.8864469,844.1391941,819.96337,838.9010989,811.9047619,-0.02179,0.194641,0.98999,-1.226196,3.551483,3.648682,1,1,1,1,1,58.046875,
26:27.9,836.8864469,861.0622711,839.3040293,831.6483516,850.989011,-0.019714,0.192322,0.988403,-1.338348,3.409424,3.259888,1,1,1,1,1,58.046875,
26:28.2,836.8864469,850.989011,825.6043956,836.0805861,866.7032967,-0.020813,0.193481,0.991394,-1.009369,3.58139,3.603821,1,1,1,1,1,58.046875,
26:29.6,836.8864469,839.7069597,826.007326,838.9010989,755.8974359,-0.019409,0.194031,0.991028,-1.345825,3.529053,3.289795,1,1,1,1,1,58.046875,
26:29.8,836.8864469,859.047619,912.2344322,840.9157509,919.0842491,-0.022522,0.195068,0.993591,-0.957031,3.102875,3.9328,1,1,1,1,1,58.046875,
26:30.7,836.8864469,844.5421245,876.3736264,853.8095238,931.978022,-0.015015,0.19696,0.991211,-1.05423,3.566437,3.334656,1,2,1,1,2,58.03125,
26:31.3,836.8864469,858.2417582,813.1135531,834.8717949,771.2087912,-0.020325,0.19458,0.99115,-1.151428,3.686066,3.880463,1,1,1,1,1,58.03125,
26:31.7,836.8864469,852.1978022,834.0659341,823.5897436,813.9194139,-0.021118,0.193542,0.988953,-1.457977,3.005676,4.067383,1,1,1,1,1,58.03125,
26:23.2,837.2893773,850.1831502,833.6630037,834.8717949,867.1062271,-0.028931,0.191345,0.987427,-1.256104,4.254303,2.930908,1,1,1,1,1,58.046875,
26:23.7,837.2893773,857.8388278,814.7252747,844.9450549,780.8791209,-0.028198,0.193542,0.994812,-0.485992,3.028107,4.015045,1,2,1,1,2,58.046875,
26:23.8,837.2893773,856.6300366,805.0549451,845.3479853,853.8095238,-0.026001,0.193237,0.98761,-1.315918,2.83371,3.985138,1,1,1,1,1,58.046875,
26:24.2,837.2893773,843.3333333,838.9010989,844.1391941,863.0769231,-0.027832,0.194214,0.990723,-1.286011,3.753357,4.314117,1,1,1,1,1,58.046875,
26:24.4,837.2893773,846.959707,861.0622711,842.1245421,876.7765568,-0.023315,0.191406,0.990112,-1.188812,3.469238,3.850555,1,1,1,1,1,58.046875,
26:24.5,837.2893773,858.2417582,867.9120879,834.0659341,786.5201465,-0.023315,0.191406,0.990112,-1.188812,3.469238,3.850555,1,1,1,1,1,58.046875,
26:25.0,837.2893773,844.9450549,824.7985348,834.8717949,777.2527473,-0.021729,0.194214,0.990967,-1.114044,3.887939,4.022522,1,1,1,1,1,58.046875,
26:25.0,837.2893773,842.1245421,808.2783883,838.9010989,801.025641,-0.021729,0.194214,0.990967,-1.114044,3.887939,4.022522,1,1,1,1,1,58.046875,
26:25.0,837.2893773,844.5421245,814.3223443,839.7069597,845.3479853,-0.02417,0.190796,0.986023,-1.480408,3.813171,3.820648,1,1,1,1,1,58.046875,
26:25.1,837.2893773,843.7362637,830.8424908,832.8571429,800.6227106,-0.021912,0.193848,0.994263,-0.672913,3.424377,3.476715,1,1,1,1,1,58.046875,
26:25.4,837.2893773,846.959707,824.7985348,843.7362637,776.4468864,-0.019104,0.195801,0.990662,-1.106567,3.491669,3.618774,1,1,1,1,1,58.046875,
26:25.5,837.2893773,844.9450549,811.5018315,829.6336996,759.5238095,-0.024414,0.192383,0.989197,-1.218719,3.648682,4.09729,1,1,1,1,1,58.046875,
26:25.5,837.2893773,854.6153846,815.5311355,837.2893773,786.5201465,-0.021912,0.194214,0.991211,-1.061707,3.55896,3.760834,1,1,1,1,1,58.046875,
26:26.2,837.2893773,842.1245421,824.3956044,837.2893773,767.985348,-0.023438,0.19342,0.984802,-1.398163,3.641205,3.58139,1,1,1,1,1,58.046875,
26:26.5,837.2893773,842.9304029,856.2271062,837.2893773,883.2234432,-0.021973,0.193726,0.985962,-1.555176,3.401947,3.775787,1,1,1,1,1,58.046875,
26:26.7,837.2893773,840.5128205,828.8278388,843.7362637,898.5347985,-0.02179,0.194641,0.98999,-1.226196,3.551483,3.648682,1,1,1,1,1,58.046875,
26:27.1,837.2893773,850.1831502,828.021978,826.8131868,787.7289377,-0.018921,0.195312,0.987671,-1.128998,3.192596,3.902893,1,1,1,1,1,58.046875,
26:28.6,837.2893773,854.2124542,861.0622711,838.9010989,862.6739927,-0.021057,0.192444,0.988037,-1.05423,3.349609,3.573914,1,1,1,1,1,58.046875,
26:28.8,837.2893773,856.6300366,846.959707,834.0659341,846.1538462,-0.021851,0.194092,0.993225,-0.91217,3.140259,3.708496,1,1,1,1,1,58.046875,
26:23.4,837.6923077,852.1978022,853.8095238,839.7069597,814.7252747,-0.028381,0.19165,0.989075,-1.24115,3.431854,3.955231,1,2,1,1,2,58.046875,
26:24.0,837.6923077,848.974359,819.1575092,836.4835165,764.7619048,-0.026367,0.190552,0.99176,-1.345825,3.312225,3.835602,1,1,1,1,1,58.046875,
26:24.0,837.6923077,847.3626374,819.1575092,839.3040293,802.2344322,-0.024231,0.193176,0.99292,-0.837402,3.035583,3.566437,1,1,1,1,1,58.046875,
26:24.3,837.6923077,839.3040293,830.4395604,828.4249084,753.8827839,-0.019897,0.194946,0.99115,-1.128998,3.18512,3.469238,1,1,1,1,1,58.046875,
26:24.7,837.6923077,858.6446886,842.5274725,840.1098901,752.2710623,-0.019592,0.195007,0.983826,-1.300964,3.783264,3.476715,1,1,1,1,1,58.046875,
26:25.3,837.6923077,848.1684982,803.8461538,848.974359,777.6556777,-0.024902,0.192505,0.990662,-1.443024,3.940277,4.052429,1,1,1,1,1,58.046875,
26:25.4,837.6923077,837.6923077,838.0952381,840.9157509,792.967033,-0.023682,0.1922,0.98877,-1.24115,3.588867,3.222504,1,1,1,1,1,58.046875,
26:25.4,837.6923077,853.8095238,802.2344322,828.4249084,739.3772894,-0.019104,0.195801,0.990662,-1.106567,3.491669,3.618774,1,1,1,1,1,58.046875,
26:25.6,837.6923077,848.974359,842.5274725,839.7069597,857.4358974,-0.023071,0.193604,0.989563,-1.173859,3.820648,3.805695,1,1,1,1,1,58.046875,
26:25.7,837.6923077,854.2124542,826.4102564,832.4542125,803.8461538,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:25.7,837.6923077,861.0622711,834.8717949,833.2600733,791.7582418,-0.022888,0.193359,0.990906,-1.039276,3.39447,3.648682,1,1,1,1,1,58.046875,
26:26.4,837.6923077,844.1391941,839.7069597,831.2454212,809.4871795,-0.024841,0.19397,0.993652,-0.979462,3.386993,3.544006,1,1,1,1,1,58.046875,
26:26.5,837.6923077,850.989011,842.1245421,838.9010989,852.1978022,-0.020325,0.194397,0.988464,-0.777588,3.633728,3.476715,1,1,1,1,1,58.046875,
26:26.5,837.6923077,836.0805861,830.03663,828.8278388,796.5934066,-0.020325,0.194397,0.988464,-0.777588,3.633728,3.476715,1,1,1,1,1,58.046875,
26:26.9,837.6923077,836.0805861,877.5824176,853.8095238,900.1465201,-0.023438,0.192993,0.989624,-0.897217,3.342133,3.977661,1,1,1,1,1,58.046875,
26:27.1,837.6923077,844.9450549,845.7509158,835.2747253,831.6483516,-0.022644,0.19458,0.990723,-1.114044,3.424377,3.9328,1,1,1,1,1,58.046875,
26:28.8,837.6923077,847.7655678,830.8424908,838.4981685,833.2600733,-0.021851,0.194092,0.993225,-0.91217,3.140259,3.708496,1,1,1,1,1,58.046875,
26:29.5,837.6923077,847.3626374,845.3479853,842.9304029,836.4835165,-0.020996,0.197937,0.988586,-1.59256,2.841187,3.783264,1,1,1,1,1,58.046875,
26:30.3,837.6923077,846.959707,842.9304029,828.8278388,830.4395604,-0.018616,0.194641,0.990295,-1.211243,3.544006,3.895416,1,2,1,1,2,58.046875,
26:30.6,837.6923077,836.4835165,833.2600733,836.0805861,786.1172161,-0.018372,0.192932,0.986328,-1.233673,3.110352,3.364563,1,2,1,1,2,58.03125,
26:30.6,837.6923077,835.2747253,865.0915751,855.018315,901.7582418,-0.018372,0.192932,0.986328,-1.233673,3.110352,3.364563,1,2,1,1,2,58.03125,
26:23.0,838.0952381,834.8717949,821.5750916,827.2161172,776.8498168,-0.02124,0.195557,0.985229,-1.585083,3.708496,4.037476,1,1,1,1,1,58.046875,
26:23.0,838.0952381,839.3040293,817.5457875,838.4981685,824.3956044,-0.02124,0.195557,0.985229,-1.585083,3.708496,4.037476,1,1,1,1,1,58.046875,
26:23.3,838.0952381,840.9157509,847.3626374,840.9157509,869.5238095,-0.023865,0.192444,0.990112,-1.495361,3.58139,3.297272,1,1,1,1,1,58.046875,
26:23.4,838.0952381,846.1538462,844.5421245,829.2307692,796.996337,-0.027222,0.192993,0.992432,-0.934601,3.865509,3.760834,1,2,1,1,2,58.046875,
26:23.6,838.0952381,843.3333333,797.8021978,833.2600733,749.047619,-0.030029,0.191833,0.991821,-1.188812,3.813171,3.656158,1,2,1,1,2,58.046875,
26:24.4,838.0952381,844.1391941,850.989011,833.2600733,793.3699634,-0.021912,0.192017,0.990051,-1.42807,3.476715,4.052429,1,1,1,1,1,58.046875,
26:24.8,838.0952381,848.5714286,814.3223443,822.3809524,813.1135531,-0.024109,0.19397,0.993347,-0.837402,3.267365,4.127197,1,1,1,1,1,58.046875,
26:24.9,838.0952381,836.4835165,838.4981685,839.3040293,839.3040293,-0.018677,0.194092,0.990112,-1.136475,3.170166,3.282318,1,1,1,1,1,58.046875,
