Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612123072,-0.037432109,-0.148681536,0.712943521,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612214444,-0.038628209,-0.143070347,0.833978714,0.234433161,-0.267203799,-0.241086145,0.332416617,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.588122485,0.110967631,0.525468044,0.783412718,0.799809113,-0.124227717,0.334174129,0.319178751,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.585928222,0.097856005,0.517818828,0.764781,0.799809113,-0.124227717,0.334174129,0.319178751,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,-0.006894184,-0.411410176,-0.72557259,-0.104157282
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.612214444,-0.038628209,-0.143070347,0.833978714,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.613810979,-0.037902111,-0.132095579,0.87544894,0.261821663,-0.272973381,-0.270731276,0.39966265,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.585928222,0.097856005,0.517818828,0.764781,0.794627249,-0.132390011,0.302500324,0.338031412,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.568872944,0.090324681,0.492402447,0.53852742,0.794627249,-0.132390011,0.302500324,0.338031412,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.057911272,-0.398674152,-0.71885181,-0.061310625
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,-0.037902111,-0.132095579,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,0.006950634,-0.129209729,0.87544894,0.297107554,-0.274484436,-0.285209,0.447376696,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.568872944,0.090324681,0.492402447,0.53852742,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.509534489,0.087723474,0.45800294,0.506476169,0.783781146,-0.146763813,0.253079576,0.314493985,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.109687962,-0.388234546,-0.710215713,-0.035353988
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
1.509534489,0.087723474,0.45800294,0.506476169,0.732955715,-0.17553826,0.201322365,0.281883537,0.613810979,0.006950634,-0.129209729,0.87544894,0.325359321,-0.273714635,-0.279578372,0.439766917,0.140796423,-0.38448606,-0.69818129,-0.063003217
